NPI,Prescriber,Specialty,City,Total Claims,Total Cost,Cost Per Claim,Specialty p95,Outlier Status,Outlier Cost,Priority Group,Priority Rank,Prescribers In Specialty
1346420189,Likes,Orthopedic Surgery,Pueblo,34,85.95,2.53,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1346421229,Henao Martinez,Infectious Disease,Aurora,625,1137580.39,1820.13,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1346430030,Russell,Physical Medicine and Rehabilitation,Denver,204,3250.2,15.93,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1346430238,Perez-Wilson,Optometry,Broomfield,59,1212.39,20.55,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1346431061,Deffenbacher,Family Practice,Denver,845,80245.15,94.96,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346441664,Bozaite-Gluosniene,Rheumatology,Lone Tree,2036,1560351.36,766.38,2310.67,Within specialty norm,0.0,Other qualifying specialty,11,89
1346444858,Burgess,Dentist,Rifle,25,103.89,4.16,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346446903,Olson,Neurology,Fort Collins,1988,978947.84,492.43,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1346448107,Scholes,Dentist,Centennial,47,154.6,3.29,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346452273,Kavanaugh,Gastroenterology,Colorado Springs,506,138460.59,273.64,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1346452414,Wisniewski,Emergency Medicine,Wheat Ridge,105,897.84,8.55,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346452703,Soule,Family Practice,Littleton,2499,89467.63,35.8,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346458221,Al-Abduljalil,General Practice,Colorado Springs,107,7269.96,67.94,268.78,Within specialty norm,0.0,Other qualifying specialty,43,40
1346458510,Voigts,Emergency Medicine,Pagosa Springs,55,585.91,10.65,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346461977,Cheng,Dentist,Montebello,17,57.63,3.39,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346464070,Fetzko,Nurse Practitioner,Aurora,640,38031.97,59.42,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346475209,Maren,Family Practice,Broomfield,80,42273.64,528.42,152.67,Above own specialty 95th pct,42273.64,Top 8 priority segment,4,2288
1346476140,Gent,Dentist,Denver,14,38.37,2.74,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346476231,Saxon,Emergency Medicine,Denver,195,4811.48,24.67,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346484987,Do,Pharmacist,Aurora,1950,768560.27,394.13,300.18,Above own specialty 95th pct,768560.27,Other qualifying specialty,33,112
1346488772,Johnson,Dentist,Cedaredge,131,554.97,4.24,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346491172,Maher,Physician Assistant,Littleton,3383,253286.65,74.87,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346491560,Camp,Obstetrics & Gynecology,Lone Tree,16,579.03,36.19,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1346504701,Virk,Internal Medicine,Pueblo,639,6753.75,10.57,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1346509114,Stewart,Neurology,Colorado Springs,2158,366810.17,169.98,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1346509486,Brownson,Emergency Medicine,Edwards,13,23.78,1.83,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346515574,Bailey,Internal Medicine,Lakewood,246,131220.76,533.42,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1346521887,Fulton,Allergy/ Immunology,Fort Collins,1047,282200.34,269.53,1789.93,Within specialty norm,0.0,Other qualifying specialty,22,69
1346531506,Miller,Physical Medicine and Rehabilitation,Littleton,347,18463.1,53.21,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1346531753,Pearson,Critical Care (Intensivists),Greenwood Village,202,107623.89,532.79,6864.98,Within specialty norm,0.0,Other qualifying specialty,9,75
1346539517,Niehaus,Physical Medicine and Rehabilitation,Aurora,33,709.31,21.49,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1346539665,Toth,Family Practice,Fort Collins,2723,189679.87,69.66,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346539764,Prescott,Nurse Practitioner,Durango,102,11868.1,116.35,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346539848,Brusaschetti,Emergency Medicine,Fort Collins,141,941.76,6.68,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346551991,Crosby,Allergy/ Immunology,Lakewood,280,105542.72,376.94,1789.93,Within specialty norm,0.0,Other qualifying specialty,22,69
1346553591,Weight,Medical Oncology,Aurora,16,66.31,4.14,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1346554813,Michaud,Family Practice,Lamar,149,2465.11,16.54,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346555984,Obbehat,Internal Medicine,Alamosa,8718,403188.75,46.25,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1346558368,Schluter,Dentist,Canon City,67,361.12,5.39,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346560968,Vangeti,Emergency Medicine,Aurora,40,239.35,5.98,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346561164,Klumb,Dentist,Glenwood Springs,68,307.97,4.53,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346563335,Mathew,Hematology-Oncology,Fort Collins,1244,801298.41,644.13,5967.16,Within specialty norm,0.0,Top 8 priority segment,5,115
1346567658,Cody,Nurse Practitioner,Lone Tree,955,62461.76,65.4,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346567732,Motamedi,Otolaryngology,Lafayette,13,291.66,22.44,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1346582764,Wiesner,General Surgery,Montrose,87,584.02,6.71,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1346583259,Simon,Cardiology,Aurora,1838,424757.57,231.1,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1346583499,Welsh,General Surgery,Grand Junction,37,385.37,10.42,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1346595063,Colton,General Surgery,Colorado Springs,62,168.59,2.72,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1346608197,Allen,Dentist,Pueblo,43,160.5,3.73,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346613536,Scaletta,Nurse Practitioner,Lakewood,137,9660.01,70.51,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346615267,Bacon,Nurse Practitioner,Alamosa,442,5010.08,11.34,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346625647,Palma,Nurse Practitioner,Parker,2559,104825.1,40.96,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346628138,Buckley,Allergy/ Immunology,Littleton,783,142930.87,182.54,1789.93,Within specialty norm,0.0,Other qualifying specialty,22,69
1346629847,Mason,Obstetrics & Gynecology,Denver,26,1192.57,45.87,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1346631637,Emerson,Family Practice,Boulder,12,163.94,13.66,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346634466,Inagaki,Family Practice,Parker,3858,235820.54,61.13,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346634839,Dunn,Orthopedic Surgery,Lone Tree,421,2903.95,6.9,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1346635562,Macke,Internal Medicine,Aurora,1046,182440.35,174.42,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1346637378,Yarovoy,Dentist,Aurora,31,107.77,3.48,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346643590,Crowell,Physician Assistant,Aurora,12,967.95,80.66,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346653821,Colvin,Dentist,Colorado Springs,18,53.76,2.99,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346654068,Keller-Tracy,Obstetrics & Gynecology,Wheat Ridge,96,2180.34,22.71,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1346667284,Feuerstein,Neurology,Aurora,13,2128.34,163.72,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1346667557,Olson,Ophthalmology,Denver,3046,125321.52,41.14,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1346667870,Monge Urrea,Medical Oncology,Aurora,177,124982.21,706.11,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1346669926,Hearst,Nurse Practitioner,Pueblo,1173,287813.73,245.37,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346680246,Khan,Physician Assistant,Denver,315,5264.97,16.71,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346683653,Carter,Nurse Practitioner,Littleton,878,74535.26,84.89,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346689213,Higgins,Family Practice,Windsor,3650,207767.21,56.92,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346689387,Rome,Obstetrics & Gynecology,Denver,80,2835.92,35.45,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1346697364,Anderson,Nurse Practitioner,Hotchkiss,3837,303648.61,79.14,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346700523,Zarate,Hospitalist,Pueblo,102,1706.59,16.73,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1346703733,Orr,Hospitalist,Pueblo,95,1369.2,14.41,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1346707908,Thomas,Physician Assistant,Denver,995,63462.88,63.78,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346713245,Huffman,Nurse Practitioner,Leadville,1603,92338.42,57.6,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346718855,Lester,Nurse Practitioner,Pueblo,77,23218.4,301.54,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346725314,Parks,Physician Assistant,Aurora,125,1205.11,9.64,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346737483,Ralston,Physician Assistant,Denver,95,527.1,5.55,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346739653,Jin,Family Practice,Montrose,2583,218543.53,84.61,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346743911,Long,Physician Assistant,Lakewood,166,1590.14,9.58,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346745965,Ahadizadeh,Otolaryngology,Fort Collins,231,3903.37,16.9,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1346759461,Meserve,Physician Assistant,Aurora,92,287.29,3.12,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346767803,Elmquist,Nurse Practitioner,Denver,217,68910.15,317.56,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346769940,Elortondo,Physician Assistant,Longmont,17,328.38,19.32,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346776242,Wyatt,Emergency Medicine,Aurora,141,1853.85,13.15,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1346778958,Nordquist,Nurse Practitioner,Lone Tree,136,9061.44,66.63,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346779972,Worthen,Optometry,Aurora,111,36549.9,329.28,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1346781846,Boone,Nurse Practitioner,Brush,6342,539632.55,85.09,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346782455,Steinbach,Nurse Practitioner,Grand Junction,188,1124.2,5.98,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346785839,Minor,Nurse Practitioner,Woodland Park,3884,320653.44,82.56,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346798048,Fletcher,Physician Assistant,Denver,256,70057.74,273.66,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346801735,Kharel,Internal Medicine,Colorado Springs,13,70.94,5.46,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1346807153,Mickle,Dentist,Greenwood Village,21,78.62,3.74,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346818713,Brewer,Physician Assistant,Arvada,187,1567.56,8.38,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346820495,Weinberger,Physician Assistant,Lafayette,335,11412.92,34.07,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346823960,Williams,Physician Assistant,Fort Collins,648,53382.65,82.38,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346826237,Ashrafi,Student in an Organized Health Care Education/Training Program,Aurora,211,44612.49,211.43,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1346833852,Sam,Nurse Practitioner,Littleton,48,1220.06,25.42,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346845997,Reed,Nurse Practitioner,Colorado Springs,65,20115.59,309.47,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346849957,Driscoll,Physician Assistant,Evans,194,869.36,4.48,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346858404,Griego,Nurse Practitioner,Colorado Springs,110,1610.5,14.64,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346862893,Gullick,Nurse Practitioner,Aurora,60,7858.49,130.97,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346863917,Arney,Nurse Practitioner,Denver,46,475.32,10.33,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346864899,Martin,Optometry,Englewood,321,6984.44,21.76,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1346873536,Anderson,Physician Assistant,Colorado Springs,25,943.72,37.75,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346878139,Rodgers,Family Practice,Durango,2470,136975.48,55.46,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346879681,Dawes,Internal Medicine,Aurora,11,149.14,13.56,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1346881570,Williams,Nurse Practitioner,Littleton,436,5060.84,11.61,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346908407,Gieske,Physician Assistant,Lone Tree,778,273096.09,351.02,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346926771,Ross,Nurse Practitioner,Canon City,895,109202.65,122.01,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346942778,Edwards,Student in an Organized Health Care Education/Training Program,Englewood,440,48889.0,111.11,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1346951811,Fitzsimmons,Physician Assistant,Greenwood Village,478,24773.87,51.83,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1346970142,Bunton,Nurse Practitioner,Denver,133,838.8,6.31,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346971199,Swanson,Nurse Practitioner,Fort Collins,690,126788.83,183.75,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346974342,Lewis,Dentist,Denver,17,71.69,4.22,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1346977642,Onwuka,Nurse Practitioner,Pueblo,20,576.8,28.84,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1346983087,Eason,Student in an Organized Health Care Education/Training Program,Aurora,12,11.61,0.97,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1346983517,Seymour,Family Practice,Grand Junction,160,10685.89,66.79,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1346984432,Butler,Student in an Organized Health Care Education/Training Program,Pueblo,219,13988.95,63.88,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1346995040,Pope,Physician Assistant,Aurora,525,337854.15,643.53,537.98,Above own specialty 95th pct,337854.15,Top 8 priority segment,2,3010
1356007322,Zagel,Physician Assistant,Colorado Springs,59,574.08,9.73,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356007355,Long,Nurse Practitioner,Colorado Springs,17,48.93,2.88,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356013221,Smith,Physician Assistant,Grand Junction,319,3071.22,9.63,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356019715,Burger,Physician Assistant,Grand Junction,70,178.58,2.55,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356023071,Russ,Nurse Practitioner,Broomfield,54,489.82,9.07,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356025035,Barton,Physician Assistant,Wheat Ridge,1092,18105.36,16.58,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356025431,Aschendorf,Dentist,Monument,14,40.37,2.88,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356035406,Newman,Physician Assistant,Westminster,741,27917.94,37.68,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356037717,Elsen,Nurse Practitioner,Denver,1568,441221.26,281.39,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356047625,Truong,Physician Assistant,Longmont,178,1090.8,6.13,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356055040,Gabbert,Nurse Practitioner,Denver,355,17459.8,49.18,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356056576,Goff,Nurse Practitioner,Brush,987,33363.97,33.8,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356077861,Munnikhuysen,Physician Assistant,Pagosa Springs,26,115.88,4.46,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356081178,Aquino,Psychiatry,Aurora,136,1353.14,9.95,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1356084024,Harrelson,Student in an Organized Health Care Education/Training Program,Aurora,13,20.53,1.58,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1356118350,Sadek,Nurse Practitioner,Lakewood,27,151.94,5.63,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356123442,Kurz,Nurse Practitioner,Pueblo West,1236,170724.1,138.13,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356179105,Bui,Nurse Practitioner,Denver,12,143.42,11.95,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356306294,Fremling,Plastic and Reconstructive Surgery,Westminster,89,538.58,6.05,16.19,Within specialty norm,0.0,Other qualifying specialty,46,38
1356309009,Kim,Cardiology,Wheat Ridge,4207,1385664.07,329.37,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1356315139,Vu,Vascular Surgery,Denver,56,2014.48,35.97,434.43,Within specialty norm,0.0,Other qualifying specialty,44,46
1356318216,Riley,Family Practice,Grand Junction,617,32636.71,52.9,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356323745,Lipetz,Internal Medicine,Boulder,4856,223352.2,46.0,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1356324636,Lehman,Physician Assistant,Fort Collins,59,423.47,7.18,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356325013,Dughi,Internal Medicine,Boulder,5843,218184.33,37.34,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1356326888,Moore,Physician Assistant,Boulder,77,5217.61,67.76,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356331839,Reisler,Optometry,Fort Collins,107,5669.21,52.98,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1356334965,Anderson,Dermatology,Colorado Springs,333,927.48,2.79,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1356337109,Ord,Cardiology,Aurora,2702,437414.99,161.89,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1356340467,Wasserman,Neurology,Littleton,1032,243135.87,235.6,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1356341788,Gurman,Dentist,Denver,27,214.67,7.95,7.93,Above own specialty 95th pct,214.67,Other qualifying specialty,42,1986
1356342174,Guerra,Dentist,Colorado Springs,12,48.74,4.06,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356345391,Kingston,Family Practice,Greeley,2354,93579.79,39.75,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356346548,Highfill,Family Practice,Pueblo,4284,309295.07,72.2,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356349823,Reinhardt,Internal Medicine,Greeley,46,239.54,5.21,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1356351068,Olson,Dentist,Colorado Springs,110,591.84,5.38,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356353197,Pascoe,Dentist,Denver,55,265.14,4.82,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356360937,Anderson,Family Practice,Denver,2443,225886.35,92.46,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356361604,Wuerker,Dentist,Fort Collins,141,496.76,3.52,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356361950,Tanaka,Family Practice,Fort Carson,11,611.98,55.63,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356363709,Robinson,Dentist,Pueblo,42,118.43,2.82,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356370191,Sarinopoulos,Family Practice,Broomfield,36,410.34,11.4,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356372676,Biel,Dentist,Aurora,79,559.0,7.08,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356378368,Fisher,Optometry,Wheat Ridge,1027,34440.27,33.53,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1356379911,Melton,Physical Medicine and Rehabilitation,Aurora,65,802.03,12.34,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1356385827,Zacharias,Neurology,Boulder,1317,432219.6,328.18,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1356386569,Lesage,Psychiatry & Neurology,Salida,3080,150912.39,49.0,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1356390074,Sipalay,Internal Medicine,Pueblo,8921,686642.16,76.97,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1356394241,Glotfelty,Physician Assistant,Durango,408,690053.16,1691.31,537.98,Above own specialty 95th pct,690053.16,Top 8 priority segment,2,3010
1356399448,Scott,Neurology,Colorado Springs,271,7625.91,28.14,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1356401319,Hermann,Family Practice,Lakewood,3213,220862.55,68.74,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356406854,Giusti,Physician Assistant,Denver,107,1076.8,10.06,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356409064,Hernandez,Neuropsychiatry,Denver,34,1097.71,32.29,275.17,Within specialty norm,0.0,Other qualifying specialty,41,42
1356412399,Kaplan,Obstetrics & Gynecology,Castle Rock,75,1978.95,26.39,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1356415673,Domagala,Dentist,Durango,152,475.07,3.13,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356421622,Dulaney,Cardiology,Colorado Springs,3057,915478.1,299.47,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1356424261,Hren,Physician Assistant,Grand Junction,1310,638973.34,487.77,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356424782,Smith,Physician Assistant,Denver,11,41.34,3.76,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356426092,Benke,Neurology,Aurora,30,14526.3,484.21,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1356427801,Bauman,Pulmonary Disease,Denver,651,356812.57,548.1,5397.8,Within specialty norm,0.0,Top 8 priority segment,7,154
1356431035,Sarapura,Endocrinology,Aurora,386,328676.99,851.49,999.26,Within specialty norm,0.0,Other qualifying specialty,28,94
1356434377,Bowers,Dentist,Highlands Ranch,30,112.73,3.76,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356437271,Sperber,Dermatology,Colorado Springs,1606,386366.23,240.58,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1356440846,Grube,Obstetrics & Gynecology,Lakewood,87,6374.73,73.27,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1356441836,Goldner,Nephrology,Aurora,845,70314.21,83.21,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1356443774,Elfenbein,Orthopedic Surgery,Gunnison,68,372.86,5.48,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1356445605,Chertkova,Family Practice,Westminster,5690,464343.79,81.61,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356448369,Ryan,Internal Medicine,Boulder,4734,249511.32,52.71,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1356454862,Lindrooth,Family Practice,Aurora,3201,318878.27,99.62,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356457899,Pereira,Endocrinology,Denver,23,194.15,8.44,999.26,Within specialty norm,0.0,Other qualifying specialty,28,94
1356464168,Daiss-Sitzmann,Dentist,Parker,74,616.41,8.33,7.93,Above own specialty 95th pct,616.41,Other qualifying specialty,42,1986
1356464325,Seeberger,Internal Medicine,Grand Junction,6774,483925.25,71.44,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1356465371,Murphy,Physician Assistant,Lafayette,76,426.05,5.61,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356468979,Moore,Physician Assistant,Vail,13,206.28,15.87,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356470876,Pollock,Family Practice,Pueblo,1364,106403.32,78.01,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356471593,Spine,Family Practice,Erie,201,1696.47,8.44,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356478358,Merkert,Family Practice,Wheat Ridge,5664,222106.34,39.21,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356486807,Lykke,Family Practice,Fruita,2036,175783.8,86.34,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356487516,Cooper,Nephrology,Aurora,381,8016.02,21.04,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1356488639,Gomer,Family Practice,Lakewood,40,1988.0,49.7,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1356490320,Krieger,Nurse Practitioner,Lakewood,206,15535.25,75.41,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356491161,Rosenblatt,Orthopedic Surgery,Canon City,67,366.3,5.47,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1356491393,Stearns,Dermatology,Avon,336,52145.63,155.2,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1356493175,Birkel,Dentist,Denver,179,758.28,4.24,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356493696,Busse,Nurse Practitioner,Centennial,1248,95490.54,76.51,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1356496418,Losacco,Dentist,Georgetown,42,116.34,2.77,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1356497036,Snavely,Psychiatry & Neurology,Aurora,124,2807.11,22.64,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1356501456,Skurky-Thomas,Emergency Medicine,Denver,28,158.49,5.66,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1356505135,Van Sickle,Physician Assistant,Golden,223,5875.49,26.35,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1356506265,King,Hematology-Oncology,Grand Junction,1255,3783992.85,3015.13,5967.16,Within specialty norm,0.0,Top 8 priority segment,5,115
